Date,Actual_Close,Linear_regression_Close,ARIMA_Close,LSTM_Close
2018-08-06,880.0499877929688,894.9573219416197,814.4155187320466,
2018-08-07,873.7000122070312,896.3016681492445,807.6195578510997,
2018-08-08,876.5,897.6460143568692,816.1930059511052,
2018-08-09,878.75,898.9903605645524,799.5303406787827,
2018-08-10,865.25,896.1792144097271,790.5531070758464,
2018-08-13,856.2999877929688,897.5235606172937,789.4767758543248,
2018-08-14,875.7999877929688,898.8679068249768,795.6847685906972,
2018-08-16,869.5,901.556599240168,800.4317649581111,
2018-08-17,869.2999877929688,898.7454530854013,794.8610876328629,
2018-08-20,891.2000122070312,900.0897992930259,789.3152267051524,
2018-08-21,899.5499877929688,901.4341455007087,788.4045020182066,793.65204
2018-08-23,886.5499877929688,904.1228379159004,771.1562514948114,788.2749
2018-08-24,891.6500244140625,901.3116917611333,781.2070082694368,780.33386
2018-08-27,888.5999755859375,902.6560379687579,777.4752212252174,769.18164
2018-08-28,895.3499755859375,904.0003841763246,782.814348530272,756.3018
2018-08-29,894.7999877929688,905.3447303840076,770.7053251025823,744.49817
2018-08-30,879.1500244140625,906.6890765916323,762.3854381328781,732.34247
2018-08-31,869.75,887.2140969906468,759.1646479554358,718.41223
2018-09-03,831.9500122070312,908.1792366621083,764.4755550282613,704.2708
2018-09-04,805.1500244140625,909.5235828697333,767.0340860181655,691.1529
2018-09-05,792.75,910.867929077358,756.3266809492891,679.82007
2018-09-06,788.5,908.0567829225328,748.7027533642903,669.6607
2018-09-07,797.2999877929688,909.4011291302156,744.1178505076559,659.9484
2018-09-10,773.0,910.7454753378406,727.6511950006194,651.6151
2018-09-11,768.25,912.0898215454073,734.3540974019772,644.031
2018-09-12,771.7000122070312,913.4341677530904,737.6415590999098,636.414
2018-09-14,780.5499877929688,910.623021598265,744.771724094661,631.78595
2018-09-17,776.3499755859375,911.9673678058896,731.1655603570883,630.23004
2018-09-18,760.7000122070312,913.3117140135146,726.7753482788208,630.9928
2018-09-19,725.4500122070312,916.0004064288223,724.1834638229527,632.6705
2018-09-21,685.5999755859375,913.1892602739972,730.1759596790358,634.2631
2018-09-24,653.75,914.533606481622,732.3717902830721,635.65155
2018-09-25,661.4500122070312,915.8779526892469,721.5332842804152,636.8924
2018-09-26,662.5499877929688,917.2222988968716,713.9246848266357,637.4195
2018-09-27,645.7000122070312,918.5666451044963,700.1641179229445,635.6295
2018-09-28,611.7999877929688,915.7554989497293,680.325330220292,634.3278
2018-10-01,622.2999877929688,917.099845157296,688.7126357104182,631.925
2018-10-03,621.0,946.880073049455,687.0270890375361,631.0475
2018-10-04,617.9000244140625,930.7702281822568,694.1172703494922,630.2641
2018-10-05,584.5499877929688,908.0563799431548,679.9784212738836,634.6404
2018-10-08,556.2999877929689,905.2452337883296,673.1278837151539,642.1789
2018-10-09,567.7999877929688,906.5895799960126,670.8306351164704,652.5176
2018-10-10,589.1500244140625,907.9339262036374,676.7057882495692,662.8082
2018-10-11,566.5,910.6226186188867,679.7797973883125,671.7333
2018-10-12,601.2999877929688,907.8114724640616,670.5884786170109,680.6238
2018-10-15,598.2999877929688,909.1558186716866,663.6069465907669,687.5574
2018-10-16,638.9000244140625,910.5001648793112,656.2457755028613,692.162
2018-10-17,617.9500122070312,911.844511086936,638.1064704926329,695.0058
2018-10-19,604.3499755859375,913.1888572946193,646.5498376008443,696.35614
2018-10-22,573.3499755859375,910.377711139794,645.5754257834112,695.067
2018-10-23,572.7999877929688,911.7220573473604,652.1405438580882,694.4009
2018-10-24,594.2000122070312,913.0664035550436,638.7660555556121,693.48145
2018-10-25,569.9500122070312,914.4107497626683,632.1275015369298,692.8175
2018-10-26,569.7000122070312,912.9439498154679,629.4684235357,691.9484
2018-10-29,591.4500122070312,914.2882960230928,635.202474016273,692.39075
2018-10-30,603.9500122070312,915.6326422307756,637.8826008436844,694.61816
2018-10-31,627.0,916.9769884384004,627.7844262327943,696.72644
2018-11-01,674.4500122070312,946.7572163304428,620.4377011881875,699.82355
2018-11-02,676.0,917.1228023011937,612.2052154027327,703.34546
