Date,TATAMOTORS_Close,TWL_Close,Spread,zscore
2018-04-09,358.29998779296875,118.4000015258789,239.89998626708984,1.8115208897122277
2018-04-10,353.25,117.3000030517578,235.9499969482422,1.6019753049178598
2018-04-11,355.79998779296875,116.3499984741211,239.44998931884766,1.7876487052419672
2018-04-12,358.3999938964844,115.25,243.14999389648438,1.9839326848626795
2018-04-13,357.04998779296875,116.3000030517578,240.74998474121094,1.8566130185653726
2018-04-16,339.1499938964844,114.0,225.14999389648438,1.0290388302638551
2018-04-17,336.45001220703125,114.0,222.45001220703125,0.8858057234422918
2018-04-18,334.79998779296875,112.9499969482422,221.84999084472656,0.8539747950260274
2018-04-19,334.25,114.9499969482422,219.3000030517578,0.7186988132033675
2018-04-20,336.0,116.0500030517578,219.9499969482422,0.7531807674966826
2018-04-23,334.04998779296875,120.9000015258789,213.14998626708984,0.3924425224611972
2018-04-24,331.54998779296875,119.0,212.54998779296875,0.3606128082552581
2018-04-25,328.6000061035156,117.75,210.85000610351562,0.27042936002251833
2018-04-26,330.25,117.6999969482422,212.5500030517578,0.36061361772880834
2018-04-27,336.8999938964844,115.9499969482422,220.9499969482422,0.8062304260855062
2018-04-30,340.3999938964844,116.75,223.64999389648438,0.9494643423806198
2018-05-02,336.04998779296875,115.1999969482422,220.84999084472656,0.8009251364372038
2018-05-03,333.5,113.8000030517578,219.6999969482422,0.7399183528494768
2018-05-04,334.3999938964844,112.1500015258789,222.24999237060547,0.8751947394089118
2018-05-07,335.1499938964844,115.0999984741211,220.04999542236328,0.75848565240821
2018-05-08,332.1499938964844,112.3499984741211,219.79999542236328,0.7452232377610041
2018-05-09,341.95001220703125,111.5500030517578,230.40000915527344,1.307550347328729
2018-05-10,333.6000061035156,109.3000030517578,224.3000030517578,0.9839471061474853
2018-05-11,330.79998779296875,108.0,222.79998779296875,0.9043718087906997
2018-05-14,323.6000061035156,107.6500015258789,215.95000457763672,0.5409825378781635
2018-05-15,310.1000061035156,108.4000015258789,201.70000457763672,-0.21497509701257236
2018-05-16,310.25,108.0,202.25,-0.18579802763078446
2018-05-17,314.8999938964844,109.0999984741211,205.79999542236328,0.002528017517474131
2018-05-18,304.6000061035156,108.0999984741211,196.50000762939453,-0.4908331597797449
2018-05-21,295.8999938964844,106.1999969482422,189.6999969482422,-0.8515714048152303
2018-05-22,307.70001220703125,103.8499984741211,203.85001373291016,-0.10091784536247153
2018-05-23,309.45001220703125,102.0500030517578,207.40000915527344,0.08740819978578707
2018-05-24,288.6499938964844,102.1999969482422,186.4499969482422,-1.023982795228907
2018-05-25,294.1499938964844,104.1500015258789,189.99999237060547,-0.8356567500806483
2018-05-28,296.29998779296875,106.25,190.04998779296875,-0.8330045099932722
2018-05-29,294.6499938964844,105.5500030517578,189.09999084472656,-0.8834015237579446
2018-05-30,288.8999938964844,102.3499984741211,186.54999542236328,-1.0186779103173795
2018-05-31,282.5,103.0999984741211,179.4000015258789,-1.397982645438048
2018-06-01,287.20001220703125,101.1999969482422,186.00001525878906,-1.0478541702256172
2018-06-04,286.6499938964844,98.1500015258789,188.49999237060547,-0.9152312379638837
2018-06-05,284.95001220703125,93.75,191.20001220703125,-0.7719961074584447
2018-06-06,295.6499938964844,95.9000015258789,199.74999237060547,-0.3184225788396185
2018-06-07,305.3999938964844,99.0,206.39999389648438,0.03435773172341325
2018-06-08,309.95001220703125,97.5,212.45001220703125,0.35530913755405613
2018-06-11,309.75,98.1500015258789,211.5999984741211,0.3102161992273609
2018-06-12,307.79998779296875,97.6500015258789,210.14998626708984,0.23329354669472652
2018-06-13,308.3999938964844,100.8499984741211,207.54999542236328,0.09536492004791537
2018-06-14,305.8999938964844,101.1500015258789,204.74999237060547,-0.05317428589550067
2018-06-15,302.95001220703125,100.1999969482422,202.75001525878906,-0.15927238886282244
2018-06-18,308.79998779296875,98.5999984741211,210.19998931884766,0.23594619151887775
2018-06-19,305.04998779296875,97.0,208.04998779296875,0.12188934460555204
2018-06-20,305.6000061035156,96.25,209.35000610351562,0.19085487213928298
2018-06-21,307.0,95.25,211.75,0.31817372896303947
2018-06-22,308.0,96.5999984741211,211.4000015258789,0.2996064294043062
2018-06-25,289.3999938964844,95.4499969482422,193.9499969482422,-0.6261103558127301
2018-06-26,276.85000610351557,95.9499969482422,180.90000915527338,-1.3184077528180405
2018-06-27,271.04998779296875,93.3000030517578,177.74998474121094,-1.4855154725305122
2018-06-28,263.35000610351557,92.5,170.85000610351557,-1.8515569835304275
2018-06-29,269.29998779296875,94.4000015258789,174.89998626708984,-1.6367069185613043
2018-07-02,266.70001220703125,92.6500015258789,174.05001068115234,-1.681797833204124
2018-07-03,269.45001220703125,93.4499969482422,176.00001525878906,-1.578350756113853
2018-07-04,267.04998779296875,93.0500030517578,173.99998474121094,-1.6844516922386006
2018-07-05,261.54998779296875,92.1500015258789,169.39998626708984,-1.928480040799834
2018-07-06,270.85000610351557,92.8000030517578,178.05000305175776,-1.4695996035856078
